,Drug_Name,Reason,Description
8410,Acord 5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8411,Acord L 5mg Tablet 14'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8412,Actiblok AM 50/5mg Tablet 10'SActiblok AM Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8413,ACTIBLOK IPR 100mg Tablet 10'SActiblok Ipr 50mg Tablet 10'SActiblok Ipr 25mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8414,Acupil 10mg Tablet 10'SAcupil 5mg Tablet 10'SAcupil 20mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8415,Acupil H 10mg Tablet 10'SAcupil H 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8416,Adalat 10mg Capsule 10'S,Hypertension,lower high blood pressure (hypertension)
8417,Adbeta 25mg Tablet 14'SAdbeta 12.5mg Tablet 14'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8418,Adbeta H Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8419,Adelphane Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8420,Adilan 5mg Injection 2ml,Hypertension,lower high blood pressure (hypertension)
8421,Adpace 2/50mg Tablet 10'SAdpace 4/50mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8422,Adpep R Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8423,Aginal 5mg Tablet 10'SAginal 10mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8424,Aginal AT Tablet 14'S,Hypertension,lower high blood pressure (hypertension)
8425,Aldactone 50mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8426,Aldetel 80mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8427,Aldo 10mg Tablet 10'SAldo 5mg Tablet 10'SAldo 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8428,Aldo AT 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8429,Aldo H 5/12.5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8430,ALDO L Tablet 10's,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8431,Aldo TL 5mg/40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8432,Alphadopa 500mg Tablet 10'SAlphadopa 250mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8433,Alphadopa L 100mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8434,Alsartan 50mg Tablet 10'SAlsartan 25mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8435,Alsartan AM Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8436,Alsartan H Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8437,Altoran 80mg Tablet 10'SAltoran 40mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8438,Altoran CH 40/12.5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8439,Alwiz 40mg Tablet 10'SAlwiz 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8440,AM AT 50/5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8441,AM T 5/50mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8442,Amace Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8443,Amace BP Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8444,Amat Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8445,Ambrican 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8446,Amcard 2.5mg Tablet 10'SAmcard 5mg Tablet 7'SAmcard 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8447,Amcard AT Tablet 10'SAmcard AT Tablet 15'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8448,Amcard LP Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8449,Amcard OM Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8450,Amcardia AT 2.5/50mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8451,Amchek 10mg Tablet 10'SAmchek 2.5mg Tablet 10'SAmchek 5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8452,Amchek AT Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8453,Amchek L Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8454,Amchek Z Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8455,AMD 5mg Tablet 15's,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8456,Amdac 2.5mg Tablet 10'SAmdac 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8457,Amdac AT 5/50mg Tablet 10'SAmdac AT 5/25mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8458,Amdepin 10mg Tablet 10'SAmdepin 5mg Tablet 15'SAmdepin 2.5mg Tablet 15'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8459,Amdepin AT Tablet 14'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8460,Amdepin H Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8461,Amdepin MT 50/5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8462,Amdepin T 5mg/40mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8463,Amfast AT 5/50mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8464,Amfirst 2.5mg Tablet 10'SAmfirst 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8465,Amfirst AT Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8466,Amifru Plus 10mg/5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8467,Amiodon 150mg Injection 3ml,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8468,Amiur 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8469,Amiur H Forte Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8470,Amlace Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8471,Amlibon 5mg Tablet 10'SAmlibon 10mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8472,Amlibon AT 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8473,Amlip 10mg Tablet 10'SAmlip 2.5mg Tablet 10'SAmlip 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8474,Amlip AT Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8475,Amlo CB 5mg Tablet 10'SAmlo CB 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8476,Amlobet Tablet 14'S,Hypertension,lower high blood pressure (hypertension)
8477,Amlochem AT Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8478,Amlochol 2.5/10mg Tablet 10'SAmlochol 5/10mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8479,Amlocom 5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8480,Amlocom AT 5/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8481,Amlocor 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8482,Amlodac L Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8483,Amlodac AT Tablet 10'SAmlodac AT 50/5mg Tablet 2'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8484,Amlodac CH Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8485,Amlodac D Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8486,Amlodac H Tablet 10'SAmlodac H Tablet 15'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8487,Amlodac M 50/5mg Tablet 15'SAmlodac M 25/5mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8488,Amlodac T Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
8489,Amlodepin(Zydus) 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8490,AMLODIL H Tablet 15's,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8491,Amlodus AT 50/5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8492,Amloedge 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8493,Amloedge AT Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8494,Amlogard 2.5mg Tablet 30'SAmlogard 10mg Tablet 30'SAmlogard 5mg Tablet 30'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8495,Amlogard Met 2.5/25mg Tablet 10'SAmlogard Met 25/5mg Tablet 10'SAmlogard Met 5/50mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
8496,Amlogard TM 5/40mg Tablet 10'SAmlogard TM 80/5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8497,Amlogen 10mg Tablet 7'SAmlogen 5mg Tablet 10'SAmlogen 10mg Tablet 10'SAmlogen 5mg Tablet 7'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8498,Amlogen AT 50/5mg Tablet 10'SAmlogen AT 50/5mg Tablet 7'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8499,Amloheart AT Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8500,Amlokath 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8501,Amlokath A 5/50mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8502,Amlokem 5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
8503,Amlokem AT 50/5mg Tablet 14'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
8504,Amlokem M 5/25mg Tablet 10'SAmlokem M 5/50mg Tablet 10'SAmlokem M 2.5/25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
8505,Amlokind 2.5mg Tablet 30'SAmlokind 10mg Tablet 10'SAmlokind 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
8506,Amlokind AT Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
8507,Amlokind H Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
